date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:37:59	1118/1118	---M-Z	200	added ('OK')	application/javascript	etag:%2216038e1fd885add2d5e73a74ff462a41-1%22	https://d1di2lzuh97fh2.cloudfront.net/client.fe/js.compiled/lang.fr.386.js?ph=7c01491f00	G:/discord%20bot/site/top%20song/top%20song/d1di2lzuh97fh2.cloudfront.net/client.fe/js.compiled/lang.fr.3861bf5.js	(from https://spotify-top-song.webnode.fr/)
15:37:59	24515/24515	---MCZ	200	added ('OK')	text/html	date:Sun,%2014%20Feb%202021%2014:37:59%20GMT	https://spotify-top-song.webnode.fr/rap-us/	G:/discord%20bot/site/top%20song/top%20song/spotify-top-song.webnode.fr/rap-us/index.html	(from https://spotify-top-song.webnode.fr/)
15:37:59	26731/26731	---MCZ	200	added ('OK')	text/html	date:Sun,%2014%20Feb%202021%2014:37:58%20GMT	https://spotify-top-song.webnode.fr/contact/	G:/discord%20bot/site/top%20song/top%20song/spotify-top-song.webnode.fr/contact/index.html	(from https://spotify-top-song.webnode.fr/)
15:38:00	173065/173065	---M-Z	200	added ('OK')	application/javascript	etag:%2238be0634c668fd915aeadf52a59acce6-1%22	https://d1di2lzuh97fh2.cloudfront.net/client.fe/js.compiled/compiled.multi.2-902.js?ph=7c01491f00	G:/discord%20bot/site/top%20song/top%20song/d1di2lzuh97fh2.cloudfront.net/client.fe/js.compiled/compiled.multi.2-9021bf5.js	(from https://spotify-top-song.webnode.fr/)
15:38:00	547/547	---M--	200	added ('OK')	image/png	etag:%22e3f799c6dec9af194c86decdf7392405%22	https://d1di2lzuh97fh2.cloudfront.net/files/3y/3yb/3ybh5o.png	G:/discord%20bot/site/top%20song/top%20song/d1di2lzuh97fh2.cloudfront.net/files/3y/3yb/3ybh5o.png	(from https://d1di2lzuh97fh2.cloudfront.net/files/3n/3na/3naw5j.css?ph=7c01491f00)
15:38:01	15367/15367	---M--	200	added ('OK')	image/png	etag:%2249ff514da3cf2421be159294aa935c45%22	https://d1di2lzuh97fh2.cloudfront.net/files/1a/1a7/1a728k.png	G:/discord%20bot/site/top%20song/top%20song/d1di2lzuh97fh2.cloudfront.net/files/1a/1a7/1a728k.png	(from https://d1di2lzuh97fh2.cloudfront.net/files/3n/3na/3naw5j.css?ph=7c01491f00)
15:38:02	866/866	---M--	200	added ('OK')	image/gif	etag:%22e34aafbb485a96eaf2a789b2bf3af6fe%22	https://d1di2lzuh97fh2.cloudfront.net/files/3x/3xw/3xwanv.gif	G:/discord%20bot/site/top%20song/top%20song/d1di2lzuh97fh2.cloudfront.net/files/3x/3xw/3xwanv.gif	(from https://d1di2lzuh97fh2.cloudfront.net/files/3n/3na/3naw5j.css?ph=7c01491f00)
15:38:03	5/5	---M--	200	added ('OK')	text/css	etag:%225f4f1789-5%22	https://p.typekit.net/p.css?s=1&k=njp4uhl&ht=tk&f=137.138.139.140.169.170.171.172.173.174.175.176.5474.5475.25136.25137.9674.9675.9676.9677.10294.10295.10296.10297.10298.10299.10300.10301.10302.10303.10304.10305.10312.10314.22489.22490.22491.22492.22493.22494.22495.22496&a=3787040&app=typekit&e=css	G:/discord%20bot/site/top%20song/top%20song/p.typekit.net/p6abb.css	(from https://use.typekit.net/njp4uhl.css)
15:38:05	80200/80200	---M--	200	added ('OK')	application/font-woff2	etag:%22436932e0cfbbcf8d20b894b82e8df64859394233%22	https://use.typekit.net/af/ad9c1c/000000000000000077359549/30/l?primer=f592e0a4b9356877842506ce344308576437e4f677d7c9b78ca2162e6cad991a&fvd=n9&v=3	G:/discord%20bot/site/top%20song/top%20song/use.typekit.net/af/ad9c1c/000000000000000077359549/30/lff69	(from https://use.typekit.net/njp4uhl.css)
15:38:08	86484/86484	---M--	200	added ('OK')	application/font-woff	etag:%22436932e0cfbbcf8d20b894b82e8df64859394233%22	https://use.typekit.net/af/ad9c1c/000000000000000077359549/30/d?primer=f592e0a4b9356877842506ce344308576437e4f677d7c9b78ca2162e6cad991a&fvd=n9&v=3	G:/discord%20bot/site/top%20song/top%20song/use.typekit.net/af/ad9c1c/000000000000000077359549/30/dff69	(from https://use.typekit.net/njp4uhl.css)
15:38:08	139324/139324	---M-Z	200	added ('OK')	font/opentype	etag:W/%22436932e0cfbbcf8d20b894b82e8df64859394233%22	https://use.typekit.net/af/ad9c1c/000000000000000077359549/30/a?primer=f592e0a4b9356877842506ce344308576437e4f677d7c9b78ca2162e6cad991a&fvd=n9&v=3	G:/discord%20bot/site/top%20song/top%20song/use.typekit.net/af/ad9c1c/000000000000000077359549/30/aff69	(from https://use.typekit.net/njp4uhl.css)
15:38:11	82152/82152	---M--	200	added ('OK')	application/font-woff2	etag:%220624fe9ef08b84b883ebb8f945fcf4e67a18a188%22	https://use.typekit.net/af/671919/00000000000000007735954e/30/l?primer=f592e0a4b9356877842506ce344308576437e4f677d7c9b78ca2162e6cad991a&fvd=i9&v=3	G:/discord%20bot/site/top%20song/top%20song/use.typekit.net/af/671919/00000000000000007735954e/30/l263d	(from https://use.typekit.net/njp4uhl.css)
15:38:12	87892/87892	---M--	200	added ('OK')	application/font-woff	etag:%220624fe9ef08b84b883ebb8f945fcf4e67a18a188%22	https://use.typekit.net/af/671919/00000000000000007735954e/30/d?primer=f592e0a4b9356877842506ce344308576437e4f677d7c9b78ca2162e6cad991a&fvd=i9&v=3	G:/discord%20bot/site/top%20song/top%20song/use.typekit.net/af/671919/00000000000000007735954e/30/d263d	(from https://use.typekit.net/njp4uhl.css)
15:38:12	141056/141056	---M-Z	200	added ('OK')	font/opentype	etag:W/%220624fe9ef08b84b883ebb8f945fcf4e67a18a188%22	https://use.typekit.net/af/671919/00000000000000007735954e/30/a?primer=f592e0a4b9356877842506ce344308576437e4f677d7c9b78ca2162e6cad991a&fvd=i9&v=3	G:/discord%20bot/site/top%20song/top%20song/use.typekit.net/af/671919/00000000000000007735954e/30/a263d	(from https://use.typekit.net/njp4uhl.css)
15:38:13	87060/87060	---M--	200	added ('OK')	application/font-woff	etag:%227421af1d8fe159388f23298404157c5a5e0b2e82%22	https://use.typekit.net/af/98e3f6/000000000000000077359562/30/d?primer=f592e0a4b9356877842506ce344308576437e4f677d7c9b78ca2162e6cad991a&fvd=n7&v=3	G:/discord%20bot/site/top%20song/top%20song/use.typekit.net/af/98e3f6/000000000000000077359562/30/d04c7	(from https://use.typekit.net/njp4uhl.css)
15:38:13	140264/140264	---M-Z	200	added ('OK')	font/opentype	etag:W/%227421af1d8fe159388f23298404157c5a5e0b2e82%22	https://use.typekit.net/af/98e3f6/000000000000000077359562/30/a?primer=f592e0a4b9356877842506ce344308576437e4f677d7c9b78ca2162e6cad991a&fvd=n7&v=3	G:/discord%20bot/site/top%20song/top%20song/use.typekit.net/af/98e3f6/000000000000000077359562/30/a04c7	(from https://use.typekit.net/njp4uhl.css)
15:38:13	80912/80912	---M--	200	added ('OK')	application/font-woff2	etag:%227421af1d8fe159388f23298404157c5a5e0b2e82%22	https://use.typekit.net/af/98e3f6/000000000000000077359562/30/l?primer=f592e0a4b9356877842506ce344308576437e4f677d7c9b78ca2162e6cad991a&fvd=n7&v=3	G:/discord%20bot/site/top%20song/top%20song/use.typekit.net/af/98e3f6/000000000000000077359562/30/l04c7	(from https://use.typekit.net/njp4uhl.css)
15:38:17	91204/91204	---M--	200	added ('OK')	application/font-woff	etag:%22bb47b335cceb9cfa7262af533604ddeb13b684ea%22	https://use.typekit.net/af/624cab/000000000000000077359558/30/d?primer=f592e0a4b9356877842506ce344308576437e4f677d7c9b78ca2162e6cad991a&fvd=i7&v=3	G:/discord%20bot/site/top%20song/top%20song/use.typekit.net/af/624cab/000000000000000077359558/30/d3fe8	(from https://use.typekit.net/njp4uhl.css)
15:38:19	143672/143672	---M-Z	200	added ('OK')	font/opentype	etag:W/%22bb47b335cceb9cfa7262af533604ddeb13b684ea%22	https://use.typekit.net/af/624cab/000000000000000077359558/30/a?primer=f592e0a4b9356877842506ce344308576437e4f677d7c9b78ca2162e6cad991a&fvd=i7&v=3	G:/discord%20bot/site/top%20song/top%20song/use.typekit.net/af/624cab/000000000000000077359558/30/a3fe8	(from https://use.typekit.net/njp4uhl.css)
15:38:19	81828/81828	---M--	200	added ('OK')	application/font-woff2	etag:%22364204264bea254b8296de20d921a83f3c4833ca%22	https://use.typekit.net/af/199a3f/00000000000000007735955e/30/l?primer=f592e0a4b9356877842506ce344308576437e4f677d7c9b78ca2162e6cad991a&fvd=n8&v=3	G:/discord%20bot/site/top%20song/top%20song/use.typekit.net/af/199a3f/00000000000000007735955e/30/la39f	(from https://use.typekit.net/njp4uhl.css)
15:38:20	88092/88092	---M--	200	added ('OK')	application/font-woff	etag:%22364204264bea254b8296de20d921a83f3c4833ca%22	https://use.typekit.net/af/199a3f/00000000000000007735955e/30/d?primer=f592e0a4b9356877842506ce344308576437e4f677d7c9b78ca2162e6cad991a&fvd=n8&v=3	G:/discord%20bot/site/top%20song/top%20song/use.typekit.net/af/199a3f/00000000000000007735955e/30/da39f	(from https://use.typekit.net/njp4uhl.css)
15:38:21	142156/142156	---M-Z	200	added ('OK')	font/opentype	etag:W/%22364204264bea254b8296de20d921a83f3c4833ca%22	https://use.typekit.net/af/199a3f/00000000000000007735955e/30/a?primer=f592e0a4b9356877842506ce344308576437e4f677d7c9b78ca2162e6cad991a&fvd=n8&v=3	G:/discord%20bot/site/top%20song/top%20song/use.typekit.net/af/199a3f/00000000000000007735955e/30/aa39f	(from https://use.typekit.net/njp4uhl.css)
15:38:22	85108/85108	---M--	200	added ('OK')	application/font-woff2	etag:%22ea8c338db80115f5e5c713e1a3e9ed489f888fcb%22	https://use.typekit.net/af/00841f/000000000000000077359564/30/l?primer=f592e0a4b9356877842506ce344308576437e4f677d7c9b78ca2162e6cad991a&fvd=i8&v=3	G:/discord%20bot/site/top%20song/top%20song/use.typekit.net/af/00841f/000000000000000077359564/30/l19d3	(from https://use.typekit.net/njp4uhl.css)
15:38:22	91324/91324	---M--	200	added ('OK')	application/font-woff	etag:%22ea8c338db80115f5e5c713e1a3e9ed489f888fcb%22	https://use.typekit.net/af/00841f/000000000000000077359564/30/d?primer=f592e0a4b9356877842506ce344308576437e4f677d7c9b78ca2162e6cad991a&fvd=i8&v=3	G:/discord%20bot/site/top%20song/top%20song/use.typekit.net/af/00841f/000000000000000077359564/30/d19d3	(from https://use.typekit.net/njp4uhl.css)
15:38:24	74440/74440	---M--	200	added ('OK')	application/font-woff2	etag:%22a8540a1ad68c530c79439860ce43793134bc3779%22	https://use.typekit.net/af/7a16a7/000000000000000077359568/30/l?primer=f592e0a4b9356877842506ce344308576437e4f677d7c9b78ca2162e6cad991a&fvd=n1&v=3	G:/discord%20bot/site/top%20song/top%20song/use.typekit.net/af/7a16a7/000000000000000077359568/30/l04b5	(from https://use.typekit.net/njp4uhl.css)
15:38:25	85140/85140	---M--	200	added ('OK')	application/font-woff2	etag:%22bb47b335cceb9cfa7262af533604ddeb13b684ea%22	https://use.typekit.net/af/624cab/000000000000000077359558/30/l?primer=f592e0a4b9356877842506ce344308576437e4f677d7c9b78ca2162e6cad991a&fvd=i7&v=3	G:/discord%20bot/site/top%20song/top%20song/use.typekit.net/af/624cab/000000000000000077359558/30/l3fe8	(from https://use.typekit.net/njp4uhl.css)
15:38:25	79352/79352	---M--	200	added ('OK')	application/font-woff	etag:%22a8540a1ad68c530c79439860ce43793134bc3779%22	https://use.typekit.net/af/7a16a7/000000000000000077359568/30/d?primer=f592e0a4b9356877842506ce344308576437e4f677d7c9b78ca2162e6cad991a&fvd=n1&v=3	G:/discord%20bot/site/top%20song/top%20song/use.typekit.net/af/7a16a7/000000000000000077359568/30/d04b5	(from https://use.typekit.net/njp4uhl.css)
15:38:25	130112/130112	---M-Z	200	added ('OK')	font/opentype	etag:W/%22a8540a1ad68c530c79439860ce43793134bc3779%22	https://use.typekit.net/af/7a16a7/000000000000000077359568/30/a?primer=f592e0a4b9356877842506ce344308576437e4f677d7c9b78ca2162e6cad991a&fvd=n1&v=3	G:/discord%20bot/site/top%20song/top%20song/use.typekit.net/af/7a16a7/000000000000000077359568/30/a04b5	(from https://use.typekit.net/njp4uhl.css)
15:38:26	84120/84120	---M--	200	added ('OK')	application/font-woff	etag:%22cd95f33c4e071bac578dd77c321b87b6e316437c%22	https://use.typekit.net/af/4daeb9/00000000000000007735956c/30/d?primer=f592e0a4b9356877842506ce344308576437e4f677d7c9b78ca2162e6cad991a&fvd=i1&v=3	G:/discord%20bot/site/top%20song/top%20song/use.typekit.net/af/4daeb9/00000000000000007735956c/30/d4ddc	(from https://use.typekit.net/njp4uhl.css)
15:38:26	78540/78540	---M--	200	added ('OK')	application/font-woff2	etag:%22cd95f33c4e071bac578dd77c321b87b6e316437c%22	https://use.typekit.net/af/4daeb9/00000000000000007735956c/30/l?primer=f592e0a4b9356877842506ce344308576437e4f677d7c9b78ca2162e6cad991a&fvd=i1&v=3	G:/discord%20bot/site/top%20song/top%20song/use.typekit.net/af/4daeb9/00000000000000007735956c/30/l4ddc	(from https://use.typekit.net/njp4uhl.css)
15:38:27	134428/134428	---M-Z	200	added ('OK')	font/opentype	etag:W/%22cd95f33c4e071bac578dd77c321b87b6e316437c%22	https://use.typekit.net/af/4daeb9/00000000000000007735956c/30/a?primer=f592e0a4b9356877842506ce344308576437e4f677d7c9b78ca2162e6cad991a&fvd=i1&v=3	G:/discord%20bot/site/top%20song/top%20song/use.typekit.net/af/4daeb9/00000000000000007735956c/30/a4ddc	(from https://use.typekit.net/njp4uhl.css)
15:38:27	78436/78436	---M--	200	added ('OK')	application/font-woff2	etag:%222143c450157cba4e6078503542252b3ad27b7b88%22	https://use.typekit.net/af/e4b1a9/000000000000000077359571/30/l?primer=f592e0a4b9356877842506ce344308576437e4f677d7c9b78ca2162e6cad991a&fvd=n6&v=3	G:/discord%20bot/site/top%20song/top%20song/use.typekit.net/af/e4b1a9/000000000000000077359571/30/l9f0d	(from https://use.typekit.net/njp4uhl.css)
15:38:29	83556/83556	---M--	200	added ('OK')	application/font-woff	etag:%222143c450157cba4e6078503542252b3ad27b7b88%22	https://use.typekit.net/af/e4b1a9/000000000000000077359571/30/d?primer=f592e0a4b9356877842506ce344308576437e4f677d7c9b78ca2162e6cad991a&fvd=n6&v=3	G:/discord%20bot/site/top%20song/top%20song/use.typekit.net/af/e4b1a9/000000000000000077359571/30/d9f0d	(from https://use.typekit.net/njp4uhl.css)
15:38:30	86484/86484	---M--	200	added ('OK')	application/font-woff	etag:%22eaec580c4b4b684140c909fe94c7a1bd465ce438%22	https://use.typekit.net/af/eb4c83/000000000000000077359574/30/d?primer=f592e0a4b9356877842506ce344308576437e4f677d7c9b78ca2162e6cad991a&fvd=i6&v=3	G:/discord%20bot/site/top%20song/top%20song/use.typekit.net/af/eb4c83/000000000000000077359574/30/d01ea	(from https://use.typekit.net/njp4uhl.css)
15:38:31	81440/81440	---M--	200	added ('OK')	application/font-woff2	etag:%22eaec580c4b4b684140c909fe94c7a1bd465ce438%22	https://use.typekit.net/af/eb4c83/000000000000000077359574/30/l?primer=f592e0a4b9356877842506ce344308576437e4f677d7c9b78ca2162e6cad991a&fvd=i6&v=3	G:/discord%20bot/site/top%20song/top%20song/use.typekit.net/af/eb4c83/000000000000000077359574/30/l01ea	(from https://use.typekit.net/njp4uhl.css)
15:38:31	138332/138332	---M-Z	200	added ('OK')	font/opentype	etag:W/%22eaec580c4b4b684140c909fe94c7a1bd465ce438%22	https://use.typekit.net/af/eb4c83/000000000000000077359574/30/a?primer=f592e0a4b9356877842506ce344308576437e4f677d7c9b78ca2162e6cad991a&fvd=i6&v=3	G:/discord%20bot/site/top%20song/top%20song/use.typekit.net/af/eb4c83/000000000000000077359574/30/a01ea	(from https://use.typekit.net/njp4uhl.css)
15:38:32	78832/78832	---M--	200	added ('OK')	application/font-woff2	etag:%22a63da5d960e169c6b1c105217b2559b912d72881%22	https://use.typekit.net/af/d45b9a/000000000000000077359577/30/l?primer=f592e0a4b9356877842506ce344308576437e4f677d7c9b78ca2162e6cad991a&fvd=n4&v=3	G:/discord%20bot/site/top%20song/top%20song/use.typekit.net/af/d45b9a/000000000000000077359577/30/l64f0	(from https://use.typekit.net/njp4uhl.css)
15:38:33	84552/84552	---M--	200	added ('OK')	application/font-woff	etag:%22a63da5d960e169c6b1c105217b2559b912d72881%22	https://use.typekit.net/af/d45b9a/000000000000000077359577/30/d?primer=f592e0a4b9356877842506ce344308576437e4f677d7c9b78ca2162e6cad991a&fvd=n4&v=3	G:/discord%20bot/site/top%20song/top%20song/use.typekit.net/af/d45b9a/000000000000000077359577/30/d64f0	(from https://use.typekit.net/njp4uhl.css)
15:38:34	144116/144116	---M-Z	200	added ('OK')	font/opentype	etag:W/%22ea8c338db80115f5e5c713e1a3e9ed489f888fcb%22	https://use.typekit.net/af/00841f/000000000000000077359564/30/a?primer=f592e0a4b9356877842506ce344308576437e4f677d7c9b78ca2162e6cad991a&fvd=i8&v=3	G:/discord%20bot/site/top%20song/top%20song/use.typekit.net/af/00841f/000000000000000077359564/30/a19d3	(from https://use.typekit.net/njp4uhl.css)
15:38:34	135740/135740	---M-Z	200	added ('OK')	font/opentype	etag:W/%22a63da5d960e169c6b1c105217b2559b912d72881%22	https://use.typekit.net/af/d45b9a/000000000000000077359577/30/a?primer=f592e0a4b9356877842506ce344308576437e4f677d7c9b78ca2162e6cad991a&fvd=n4&v=3	G:/discord%20bot/site/top%20song/top%20song/use.typekit.net/af/d45b9a/000000000000000077359577/30/a64f0	(from https://use.typekit.net/njp4uhl.css)
15:38:34	82584/82584	---M--	200	added ('OK')	application/font-woff2	etag:%22c1646b7f932d0d333f045feeceebf46a7110c457%22	https://use.typekit.net/af/6cc429/00000000000000007735957a/30/l?primer=f592e0a4b9356877842506ce344308576437e4f677d7c9b78ca2162e6cad991a&fvd=i4&v=3	G:/discord%20bot/site/top%20song/top%20song/use.typekit.net/af/6cc429/00000000000000007735957a/30/l34b8	(from https://use.typekit.net/njp4uhl.css)
15:38:35	88500/88500	---M--	200	added ('OK')	application/font-woff	etag:%22c1646b7f932d0d333f045feeceebf46a7110c457%22	https://use.typekit.net/af/6cc429/00000000000000007735957a/30/d?primer=f592e0a4b9356877842506ce344308576437e4f677d7c9b78ca2162e6cad991a&fvd=i4&v=3	G:/discord%20bot/site/top%20song/top%20song/use.typekit.net/af/6cc429/00000000000000007735957a/30/d34b8	(from https://use.typekit.net/njp4uhl.css)
15:38:36	139928/139928	---M-Z	200	added ('OK')	font/opentype	etag:W/%22c1646b7f932d0d333f045feeceebf46a7110c457%22	https://use.typekit.net/af/6cc429/00000000000000007735957a/30/a?primer=f592e0a4b9356877842506ce344308576437e4f677d7c9b78ca2162e6cad991a&fvd=i4&v=3	G:/discord%20bot/site/top%20song/top%20song/use.typekit.net/af/6cc429/00000000000000007735957a/30/a34b8	(from https://use.typekit.net/njp4uhl.css)
15:38:36	81156/81156	---M--	200	added ('OK')	application/font-woff2	etag:%228fd4efd4383eea397977410c7d14c7fd5c118fb4%22	https://use.typekit.net/af/56b0cd/00000000000000007735957d/30/l?primer=f592e0a4b9356877842506ce344308576437e4f677d7c9b78ca2162e6cad991a&fvd=n3&v=3	G:/discord%20bot/site/top%20song/top%20song/use.typekit.net/af/56b0cd/00000000000000007735957d/30/l0ac7	(from https://use.typekit.net/njp4uhl.css)
15:38:37	86816/86816	---M--	200	added ('OK')	application/font-woff	etag:%228fd4efd4383eea397977410c7d14c7fd5c118fb4%22	https://use.typekit.net/af/56b0cd/00000000000000007735957d/30/d?primer=f592e0a4b9356877842506ce344308576437e4f677d7c9b78ca2162e6cad991a&fvd=n3&v=3	G:/discord%20bot/site/top%20song/top%20song/use.typekit.net/af/56b0cd/00000000000000007735957d/30/d0ac7	(from https://use.typekit.net/njp4uhl.css)
15:38:38	86040/86040	---M--	200	added ('OK')	application/font-woff2	etag:%229fee2b6dac5baa07bf9ad5cf829b0a8c64a865ab%22	https://use.typekit.net/af/fcae55/000000000000000077359580/30/l?primer=f592e0a4b9356877842506ce344308576437e4f677d7c9b78ca2162e6cad991a&fvd=i3&v=3	G:/discord%20bot/site/top%20song/top%20song/use.typekit.net/af/fcae55/000000000000000077359580/30/l00c0	(from https://use.typekit.net/njp4uhl.css)
15:38:38	135136/135136	---M-Z	200	added ('OK')	font/opentype	etag:W/%222143c450157cba4e6078503542252b3ad27b7b88%22	https://use.typekit.net/af/e4b1a9/000000000000000077359571/30/a?primer=f592e0a4b9356877842506ce344308576437e4f677d7c9b78ca2162e6cad991a&fvd=n6&v=3	G:/discord%20bot/site/top%20song/top%20song/use.typekit.net/af/e4b1a9/000000000000000077359571/30/a9f0d	(from https://use.typekit.net/njp4uhl.css)
15:38:38	139888/139888	---M-Z	200	added ('OK')	font/opentype	etag:W/%228fd4efd4383eea397977410c7d14c7fd5c118fb4%22	https://use.typekit.net/af/56b0cd/00000000000000007735957d/30/a?primer=f592e0a4b9356877842506ce344308576437e4f677d7c9b78ca2162e6cad991a&fvd=n3&v=3	G:/discord%20bot/site/top%20song/top%20song/use.typekit.net/af/56b0cd/00000000000000007735957d/30/a0ac7	(from https://use.typekit.net/njp4uhl.css)
15:38:38	92356/92356	---M--	200	added ('OK')	application/font-woff	etag:%229fee2b6dac5baa07bf9ad5cf829b0a8c64a865ab%22	https://use.typekit.net/af/fcae55/000000000000000077359580/30/d?primer=f592e0a4b9356877842506ce344308576437e4f677d7c9b78ca2162e6cad991a&fvd=i3&v=3	G:/discord%20bot/site/top%20song/top%20song/use.typekit.net/af/fcae55/000000000000000077359580/30/d00c0	(from https://use.typekit.net/njp4uhl.css)
15:38:39	145356/145356	---M-Z	200	added ('OK')	font/opentype	etag:W/%229fee2b6dac5baa07bf9ad5cf829b0a8c64a865ab%22	https://use.typekit.net/af/fcae55/000000000000000077359580/30/a?primer=f592e0a4b9356877842506ce344308576437e4f677d7c9b78ca2162e6cad991a&fvd=i3&v=3	G:/discord%20bot/site/top%20song/top%20song/use.typekit.net/af/fcae55/000000000000000077359580/30/a00c0	(from https://use.typekit.net/njp4uhl.css)
15:38:40	79268/79268	---M--	200	added ('OK')	application/font-woff2	etag:%22d5b95d54872c75e72ae3bce6f1a034361800fab5%22	https://use.typekit.net/af/0758f3/000000000000000077359583/30/l?primer=f592e0a4b9356877842506ce344308576437e4f677d7c9b78ca2162e6cad991a&fvd=n5&v=3	G:/discord%20bot/site/top%20song/top%20song/use.typekit.net/af/0758f3/000000000000000077359583/30/la2f9	(from https://use.typekit.net/njp4uhl.css)
15:38:42	136172/136172	---M-Z	200	added ('OK')	font/opentype	etag:W/%22d5b95d54872c75e72ae3bce6f1a034361800fab5%22	https://use.typekit.net/af/0758f3/000000000000000077359583/30/a?primer=f592e0a4b9356877842506ce344308576437e4f677d7c9b78ca2162e6cad991a&fvd=n5&v=3	G:/discord%20bot/site/top%20song/top%20song/use.typekit.net/af/0758f3/000000000000000077359583/30/aa2f9	(from https://use.typekit.net/njp4uhl.css)
15:38:42	84728/84728	---M--	200	added ('OK')	application/font-woff	etag:%22d5b95d54872c75e72ae3bce6f1a034361800fab5%22	https://use.typekit.net/af/0758f3/000000000000000077359583/30/d?primer=f592e0a4b9356877842506ce344308576437e4f677d7c9b78ca2162e6cad991a&fvd=n5&v=3	G:/discord%20bot/site/top%20song/top%20song/use.typekit.net/af/0758f3/000000000000000077359583/30/da2f9	(from https://use.typekit.net/njp4uhl.css)
15:38:42	83396/83396	---M--	200	added ('OK')	application/font-woff2	etag:%224bc5d9182a604f28ecb66c2cfb3dc42804a14b6f%22	https://use.typekit.net/af/69ecb3/000000000000000077359585/30/l?primer=f592e0a4b9356877842506ce344308576437e4f677d7c9b78ca2162e6cad991a&fvd=i5&v=3	G:/discord%20bot/site/top%20song/top%20song/use.typekit.net/af/69ecb3/000000000000000077359585/30/l0dca	(from https://use.typekit.net/njp4uhl.css)
15:38:42	88788/88788	---M--	200	added ('OK')	application/font-woff	etag:%224bc5d9182a604f28ecb66c2cfb3dc42804a14b6f%22	https://use.typekit.net/af/69ecb3/000000000000000077359585/30/d?primer=f592e0a4b9356877842506ce344308576437e4f677d7c9b78ca2162e6cad991a&fvd=i5&v=3	G:/discord%20bot/site/top%20song/top%20song/use.typekit.net/af/69ecb3/000000000000000077359585/30/d0dca	(from https://use.typekit.net/njp4uhl.css)
15:38:44	106364/106364	---M--	200	added ('OK')	application/font-woff2	etag:%222bb4bdaa96b48472e6a3a4c76fd4712fdffbcda2%22	https://use.typekit.net/af/73cd70/000000000000000077359d40/30/l?primer=f592e0a4b9356877842506ce344308576437e4f677d7c9b78ca2162e6cad991a&fvd=n4&v=3	G:/discord%20bot/site/top%20song/top%20song/use.typekit.net/af/73cd70/000000000000000077359d40/30/l64f0	(from https://use.typekit.net/njp4uhl.css)
15:38:45	140428/140428	---M-Z	200	added ('OK')	font/opentype	etag:W/%224bc5d9182a604f28ecb66c2cfb3dc42804a14b6f%22	https://use.typekit.net/af/69ecb3/000000000000000077359585/30/a?primer=f592e0a4b9356877842506ce344308576437e4f677d7c9b78ca2162e6cad991a&fvd=i5&v=3	G:/discord%20bot/site/top%20song/top%20song/use.typekit.net/af/69ecb3/000000000000000077359585/30/a0dca	(from https://use.typekit.net/njp4uhl.css)
15:38:45	100576/100576	---M--	200	added ('OK')	application/font-woff2	etag:%2215f08a8d0b5e9f8981ca2adc656e69608cd5710c%22	https://use.typekit.net/af/e61d82/0000000000000000000124fe/27/l?primer=f592e0a4b9356877842506ce344308576437e4f677d7c9b78ca2162e6cad991a&fvd=i4&v=3	G:/discord%20bot/site/top%20song/top%20song/use.typekit.net/af/e61d82/0000000000000000000124fe/27/l34b8	(from https://use.typekit.net/njp4uhl.css)
15:38:47	158140/158140	---M--	200	added ('OK')	application/font-woff	etag:%222bb4bdaa96b48472e6a3a4c76fd4712fdffbcda2%22	https://use.typekit.net/af/73cd70/000000000000000077359d40/30/d?primer=f592e0a4b9356877842506ce344308576437e4f677d7c9b78ca2162e6cad991a&fvd=n4&v=3	G:/discord%20bot/site/top%20song/top%20song/use.typekit.net/af/73cd70/000000000000000077359d40/30/d64f0	(from https://use.typekit.net/njp4uhl.css)
15:38:47	227072/227072	---M-Z	200	added ('OK')	font/opentype	etag:W/%2215f08a8d0b5e9f8981ca2adc656e69608cd5710c%22	https://use.typekit.net/af/e61d82/0000000000000000000124fe/27/a?primer=f592e0a4b9356877842506ce344308576437e4f677d7c9b78ca2162e6cad991a&fvd=i4&v=3	G:/discord%20bot/site/top%20song/top%20song/use.typekit.net/af/e61d82/0000000000000000000124fe/27/a34b8	(from https://use.typekit.net/njp4uhl.css)
15:38:47	314308/314308	---M-Z	200	added ('OK')	font/opentype	etag:W/%222bb4bdaa96b48472e6a3a4c76fd4712fdffbcda2%22	https://use.typekit.net/af/73cd70/000000000000000077359d40/30/a?primer=f592e0a4b9356877842506ce344308576437e4f677d7c9b78ca2162e6cad991a&fvd=n4&v=3	G:/discord%20bot/site/top%20song/top%20song/use.typekit.net/af/73cd70/000000000000000077359d40/30/a64f0	(from https://use.typekit.net/njp4uhl.css)
15:38:47	80364/80364	---M--	200	added ('OK')	application/font-woff2	etag:%2219d3fefc1e6df9fd6c283a67f76bfe44baa6a245%22	https://use.typekit.net/af/63cd12/0000000000000000000124ff/27/l?primer=f592e0a4b9356877842506ce344308576437e4f677d7c9b78ca2162e6cad991a&fvd=n7&v=3	G:/discord%20bot/site/top%20song/top%20song/use.typekit.net/af/63cd12/0000000000000000000124ff/27/l04c7	(from https://use.typekit.net/njp4uhl.css)
